   0.0000000000000000e+00   5.7127292982993039e-07  -1.8098044764214283e-16  -4.2840787883337283e-13   1.8200883053671752e-07
   9.7656250000000000e-04   5.7158539581181143e-07   1.0666431683894030e-08   7.4290792422178082e-09   1.8210365370149991e-07
   1.9531250000000000e-03   5.7252311935653378e-07   2.1343977589401820e-08   1.4866268442544740e-08   1.8238822326419412e-07
   2.9296875000000000e-03   5.7408707754267671e-07   3.2043763358838209e-08   2.2318795763734325e-08   1.8286284162674823e-07
   3.9062500000000000e-03   5.7627889998772014e-07   4.2776938475134476e-08   2.9794353343196858e-08   1.8352801440495142e-07
   4.8828125000000000e-03   5.7910087058404285e-07   5.3554688029572208e-08   3.7300655354216463e-08   1.8438445073030631e-07
   5.8593750000000000e-03   5.8255592993372407e-07   6.4388244617669864e-08   4.4845404965560741e-08   1.8543306395619022e-07
   6.8359375000000000e-03   5.8664767848452759e-07   7.5288900374104715e-08   5.2436429777691894e-08   1.8667497247145399e-07
   7.8125000000000000e-03   5.9138038036989161e-07   8.6268018986909587e-08   6.0081537517561598e-08   1.8811150077692122e-07
   8.7890625000000000e-03   5.9675896795660943e-07   9.7337047824755271e-08   6.7788656535430644e-08   1.8974418074557939e-07
   9.7656250000000000e-03   6.0278904710451576e-07   1.0850753011682352e-07   7.5565702004291976e-08   1.9157475310929033e-07
   1.0742187500000000e-02   6.0947690314327956e-07   1.1979111726316040e-07   8.3420761855227299e-08   1.9360516908325291e-07
   1.1718750000000000e-02   6.1682950757190083e-07   1.3119958118004593e-07   9.1361945850603198e-08   1.9583759222513107e-07
   1.2695312500000000e-02   6.2485452548732139e-07   1.4274482685920577e-07   9.9397481396131817e-08   1.9827440056643101e-07
   1.3671875000000000e-02   6.3356032374941221e-07   1.5443890493510684e-07   1.0753569282923140e-07   2.0091818898662606e-07
   1.4648437500000000e-02   6.4295597989048860e-07   1.6629402453012735e-07   1.1578505102645612e-07   2.0377177168563659e-07
   1.5625000000000000e-02   6.5305129177792021e-07   1.7832256613033843e-07   1.2415406761031428e-07   2.0683818498247595e-07
   1.6601562500000000e-02   6.6385678803931457e-07   1.9053709473299034e-07   1.3265150964386678e-07   2.1012069024043813e-07
   1.7578125000000000e-02   6.7538373926051410e-07   2.0295037307605242e-07   1.4128614302056093e-07   2.1362277724462893e-07
   1.8554687500000000e-02   6.8764416996775506e-07   2.1557537518109420e-07   1.5006701515292835e-07   2.1734816757127072e-07
   1.9531250000000000e-02   7.0065087140580681e-07   2.2842529998731408e-07   1.5900321168712793e-07   2.2130081840485221e-07
   2.0507812500000000e-02   7.1441741512496707e-07   2.4151358532643441e-07   1.6810410236179740e-07   2.2548492638274577e-07
   2.1484375000000000e-02   7.2895816739033343e-07   2.5485392200921510e-07   1.7737914640039389e-07   2.2990493193439625e-07
   2.2460937500000000e-02   7.4428830442803989e-07   2.6846026831828907e-07   1.8683804450515096e-07   2.3456552367011469e-07
   2.3437500000000000e-02   7.6042382852369505e-07   2.8234686461043419e-07   1.9649066258759602e-07   2.3947164312464825e-07
   2.4414062500000000e-02   7.7738158498923672e-07   2.9652824834576692e-07   2.0634710708285415e-07   2.4462848982021637e-07
   2.5390625000000000e-02   7.9517928001557655e-07   3.1101926929752666e-07   2.1641766824473607e-07   2.5004152647824858e-07
   2.6367187500000000e-02   8.1383549942895757e-07   3.2583510520409607e-07   2.2671291685791704e-07   2.5571648462426669e-07
   2.7343750000000000e-02   8.3336972837026470e-07   3.4099127762094822e-07   2.3724360722183574e-07   2.6165937045645861e-07
   2.8320312500000000e-02   8.5380237191740096e-07   3.5650366824795202e-07   2.4802079120538149e-07   2.6787647087477073e-07
   2.9296875000000000e-02   8.7515477667152270e-07   3.7238853551672360e-07   2.5905576036603620e-07   2.7437436000867237e-07
   3.0273437500000000e-02   8.9744925332939441e-07   3.8866253166015282e-07   2.7036011295168146e-07   2.8115990585726901e-07
   3.1250000000000000e-02   9.2070910026485599e-07   4.0534272009556577e-07   2.8194567716460412e-07   2.8824027741813987e-07
   3.2226562500000000e-02   9.4495862814368369e-07   4.2244659331916318e-07   2.9382465813323905e-07   2.9562295195073530e-07
   3.3203125000000000e-02   9.7022318559695957e-07   4.3999209113406438e-07   3.0600950510824846e-07   3.0331572273546874e-07
   3.4179687500000000e-02   9.9652918597941636e-07   4.5799761946876375e-07   3.1851304346821566e-07   3.1132670696330769e-07
   3.5156250000000000e-02   1.0239041352400435e-06   4.7648206952329068e-07   3.3134841250033513e-07   3.1966435422594070e-07
   3.6132812500000000e-02   1.0523766609339399e-06   4.9546483757815588e-07   3.4452910692809672e-07   3.2833745521734264e-07
   3.7109375000000000e-02   1.0819765424053286e-06   5.1496584518021031e-07   3.5806900953164249e-07   3.3735515066777079e-07
   3.8085937500000000e-02   1.1127347421724633e-06   5.3500555996855963e-07   3.7198235989034350e-07   3.4672694079947829e-07
   3.9062500000000000e-02   1.1446834385468774e-06   5.5560501698816622e-07   3.8628377915197098e-07   3.5646269517548044e-07
   4.0039062500000000e-02   1.1778560595207255e-06   5.7678584066257163e-07   4.0098837803382545e-07   3.6657266282925558e-07
   4.1015625000000000e-02   1.2122873179571047e-06   5.9857026730097485e-07   4.1611160265169833e-07   3.7706748291044665e-07
   4.1992187500000000e-02   1.2480132481197903e-06   6.2098116832705376e-07   4.3166940327117644e-07   3.8795819559866045e-07
   4.2968750000000000e-02   1.2850712435799621e-06   6.4404207403178496e-07   4.4767814150092192e-07   3.9925625352935256e-07
   4.3945312500000000e-02   1.3235000965390732e-06   6.6777719818117385e-07   4.6415475362276935e-07   4.1097353359281420e-07
   4.4921875000000000e-02   1.3633400386084565e-06   6.9221146313584343e-07   4.8111650817532110e-07   4.2312234926662045e-07
   4.5898437500000000e-02   1.4046327830879100e-06   7.1737052588730240e-07   4.9858138591543795e-07   4.3571546328665860e-07
   4.6875000000000000e-02   1.4474215687868599e-06   7.4328080468756330e-07   5.1656771020925973e-07   4.4876610086880011e-07
   4.7851562500000000e-02   1.4917512054334248e-06   7.6996950662659047e-07   5.3509448955216975e-07   4.6228796331030656e-07
   4.8828125000000000e-02   1.5376681207181474e-06   7.9746465585378443e-07   5.5418125705236507e-07   4.7629524218773500e-07
   4.9804687500000000e-02   1.5852204090211175e-06   8.2579512281352738e-07   5.7384812940650118e-07   4.9080263404373618e-07
   5.0781250000000000e-02   1.6344578818728710e-06   8.5499065421404909e-07   5.9411582244259755e-07   5.0582535552980901e-07
   5.1757812500000000e-02   1.6854321202011013e-06   8.8508190400321174e-07   6.1500573845351870e-07   5.2137915908285771e-07
   5.2734375000000000e-02   1.7381965284170568e-06   9.1610046519361807e-07   6.3653987395465936e-07   5.3748034931270774e-07
   5.3710937500000000e-02   1.7928063903977217e-06   9.4807890276103559e-07   6.5874100608457966e-07   5.5414579969137299e-07
   5.4687500000000000e-02   1.8493189274213497e-06   9.8105078742219352e-07   6.8163244971522428e-07   5.7139297010893337e-07
   5.5664062500000000e-02   1.9077933581163421e-06   1.0150507305790288e-06   7.0523841937072701e-07   5.8923992481022999e-07
   5.6640625000000000e-02   1.9682909604852627e-06   1.0501144202199877e-06   7.2958378068957355e-07   6.0770535106713472e-07
